"company_uuid","company_permalink","funding_type","series","announced_on","money_raised_usd"
"2ba402deb0925449616b631b8bdf54de","robertson-global-health-solutions","venture",NA,"2011-08-31",545000
"8997b2417b6822cad3e381e797e9d7c6","robin-systems","convertible_note",NA,"2014-09-01",4300000
"8997b2417b6822cad3e381e797e9d7c6","robin-systems","seed",NA,"2013-12-31",2400000
"8997b2417b6822cad3e381e797e9d7c6","robin-systems","venture","1","2015-10-06",1.5e+07
"4ed201afc9220f5285b2a94052279513","robonica-srl","seed",NA,"0015-04-15",NA
"24772e7164653364528f14b9a4b2fefd","robot-owl",NA,NA,NA,NA
"f8cc956b13aa8a99a56860f6ed3ffbf3","robot-recruit",NA,NA,NA,NA
"0637cbc12bd4faaded4605c1795e93db","robotronica","grant",NA,"2013-08-01",155000
"393a50c8102c5fb00c75f88756e297d8","roche",NA,NA,NA,NA
"e8caf0120e939e94c5474589dd4b1ba0","roche-boehringer-mannheim",NA,NA,NA,NA
"020cfb72eca0caffeea7bde3a3915646","roche-diagnostics",NA,NA,NA,NA
"859225cf443e62d1b0f9c7a64065ef49","roche-molecular-systems",NA,NA,NA,NA
"2384b0f73516d20500edc3f46f30a3d0","rochester-bioventure-center",NA,NA,NA,NA
"faee177cf274ede30e03ce992eb0bcc9","rochester-medical-corporation",NA,NA,NA,NA
"9c11ef6320d33624d8e9a7cc970931fb","rock-it-oil",NA,NA,NA,NA
"a0da8bd41a97b513595cd39d8557f862","rockdex",NA,NA,NA,NA
"be22906eb1e5b67094552bdb7b889a8a","rocket-pharmaceuticals","venture",NA,"2016-01-15",16425000
"6132a598b7b711388bbf6dea281fd2b4","rocket-colombia","seed",NA,"2013-10-01",250000
"6132a598b7b711388bbf6dea281fd2b4","rocket-colombia","convertible_note",NA,"2014-03-01",550000
"516997121ca2746332e0e63984808131","rocketgraph","seed",NA,"2014-12-16",5e+05
"c96025a8a2ba7223ee290e434578bb95","rocketium",NA,NA,NA,NA
"b023e205d8cd6e7d001d49c1bdc4a0f6","rocketroi","undisclosed",NA,"2015-06-01",547829.1357
"e431c6700e7ae0ce9197b42c177e9a04","rockwell-medical","debt_financing",NA,"2013-06-18",2e+07
"e431c6700e7ae0ce9197b42c177e9a04","rockwell-medical","venture",NA,"2014-10-15",1.5e+07
"280c8e4a6205637b5035fa72dcf0ebcf","rocky-mountain-biosystems","venture",NA,"2011-01-07",256000
"79e798f809ce6b6934bce79a0f451317","rodati","seed",NA,"2014-06-01",1e+06
"155b68949d409c01e78a58645b99acc2","rodenburg-biopolymers","private_equity",NA,"2013-08-29",NA
"c8696c373ff7dd92bf31508c98a4a5ff","rodin-therapeutics","venture","B","2016-01-06",17300000
"c8696c373ff7dd92bf31508c98a4a5ff","rodin-therapeutics","seed",NA,"2013-06-27",NA
"c8696c373ff7dd92bf31508c98a4a5ff","rodin-therapeutics","venture","A","2014-05-29",12900000
"780b050b85507fa11f6559ac22f0193b","rodo-medical","venture",NA,"2011-02-14",1620431
"d615cc09cc31812f4765e188ec22f0d4","rodos-biotarget","venture",NA,"2013-04-17",3413540
"d615cc09cc31812f4765e188ec22f0d4","rodos-biotarget","seed",NA,"2009-05-07",NA
"31d82c34e9cc38793e2b509e56fa4c8a","rogers-cowan",NA,NA,NA,NA
"c521104cff2b1ca50425d82a451a3047","rogue-resolutions",NA,NA,NA,NA
"d6e022f750627db148ebca5dc2b516b7","roi","undisclosed",NA,"2010-06-26",NA
"d6e022f750627db148ebca5dc2b516b7","roi","seed",NA,"2011-06-24",1e+06
"4992184af47add4bd34132fbe72dfbce","roi-influencer-media",NA,NA,NA,NA
"3ea5ff9e689355c1a94c47cad0ffe9f8","roi-revolution",NA,NA,NA,NA
"34458ad6bf3d74df6a5cd0b7acd6f0eb","roi-dna",NA,NA,NA,NA
"7dd236639b102c8fdfebd7b7e58d1c23","roichecker-com",NA,NA,NA,NA
"f19add1d3eef385b93c07b01b4eb8905","roka-bioscience","venture","c","2011-07-28",2e+07
"f19add1d3eef385b93c07b01b4eb8905","roka-bioscience","venture","d","2012-01-08",47500000
"f19add1d3eef385b93c07b01b4eb8905","roka-bioscience","venture","e","2013-12-05",16996657
"f19add1d3eef385b93c07b01b4eb8905","roka-bioscience","venture","e","2013-06-27",24999999
"3d60f3880d9e0c6e29c45613acd91502","role-models-medical",NA,NA,NA,NA
"f35aff06d0e7ba3ecd7a3f6713d4019e","rollbar","seed",NA,"2013-04-01",2e+05
"f35aff06d0e7ba3ecd7a3f6713d4019e","rollbar","seed",NA,"2012-09-01",235000
"10903634536092035e2c573ac61b35c1","rollout",NA,NA,NA,NA
"055d608f97c098bef0ca759f452d5b31","romanz-media-group",NA,NA,NA,NA
"eb6e7035ddbefd80d5b7dedeb1478999","romark-laboratories","venture",NA,"2011-01-05",23111817
"eb6e7035ddbefd80d5b7dedeb1478999","romark-laboratories","venture",NA,"2011-11-18",9647700
"eb6e7035ddbefd80d5b7dedeb1478999","romark-laboratories","venture",NA,"2014-06-16",14999520
"eb6e7035ddbefd80d5b7dedeb1478999","romark-laboratories","venture",NA,"2014-07-08",1900000
"22c53cc6bd58bacd54148e08444df772","romir",NA,NA,NA,NA
"9b77d648c8bdb54a5dc626ea28f82327","ronser-bio-tech-sdn-bhd",NA,NA,NA,NA
"710f28dcbfbd6ab9a0c71e5f1ca50057","roofingesher",NA,NA,NA,NA
"5024061fd414703e4ef0995984050e1b","rook-security",NA,NA,NA,NA
"6ad978e64f0b9078e920cc5df4166fd8","room-biotic",NA,NA,NA,NA
"e7790c33c0de73c4c97177dc56dd9738","room-choice","seed",NA,"2014-04-06",1e+05
"e7790c33c0de73c4c97177dc56dd9738","room-choice","seed",NA,"2015-05-13",899100
"50eac12530e8616369cf55c140c82388","roosterbio","venture",NA,"2014-01-14",1e+05
"50eac12530e8616369cf55c140c82388","roosterbio","seed",NA,"2014-02-25",250000
"f010a8a0ad51aef0f1b58682fc950f08","rorotika-technologies-pty-ltd",NA,NA,NA,NA
"c0901c75c35ce8c7cd6ab48d47f173dd","rosalind","grant",NA,"2013-03-01",25000
"1db299295726811a6ae2d674564026ec","roselabs",NA,NA,NA,NA
"1e13202cfa09b11bc58922bea49c3f7f","rosenthalanalysis",NA,NA,NA,NA
"9f39f4b4be92f9688b1f5c7dfd73a92d","rosetta-biosoftware",NA,NA,NA,NA
"d5456422a532099c1e52ea5ac19ec317","rosetta-genomics","venture","A","2011-10-19",1518751
"d5456422a532099c1e52ea5ac19ec317","rosetta-genomics","private_equity",NA,"2012-02-09",1750000
"d5456422a532099c1e52ea5ac19ec317","rosetta-genomics","product_crowdfunding",NA,"2011-03-07",2500000
"d5456422a532099c1e52ea5ac19ec317","rosetta-genomics","venture","A","2011-03-07",2725000
"6a56cd310b8abe8cdfb84805e1ada502","rosetta-green",NA,NA,NA,NA
"580332b933306730bd43553d0faccd7e","rosetta-inpharmatics",NA,NA,NA,NA
"4c241afcb278fa90e1d0e603d8283be5","rosoka-software",NA,NA,NA,NA
"8f78962d2d9cf91d8d47e43148c9751e","rosslyn-analytics","venture",NA,"2010-01-18",3748964.1458
"8f78962d2d9cf91d8d47e43148c9751e","rosslyn-analytics","undisclosed",NA,"2012-05-29",NA
"8f78962d2d9cf91d8d47e43148c9751e","rosslyn-analytics","venture",NA,"2013-12-11",3182028
"49a28987e3dbf0de2fdc01933ca50c86","rothenberg-ventures",NA,NA,NA,NA
"b0ddf0b4e7eadb1d91624330d6ac6b49","rothman-healthcare","venture",NA,"2011-01-11",410000
"b0ddf0b4e7eadb1d91624330d6ac6b49","rothman-healthcare","seed",NA,"2012-07-16",893738
"1df5192effa6310d164f636ed2a7a5ff","rottapharm",NA,NA,NA,NA
"b90aace8e59ab0c8fc3601b8c1332c96","roundforest-ltd",NA,NA,NA,NA
"d1cd19cba4c078b920c478604c99db86","roundteam",NA,NA,NA,NA
"6383d77c08a23632ff094d777d002ccc","route",NA,NA,NA,NA
"83e9bea9c6aa56c9170af9fa5dfa0d87","roxro-pharma","venture","b","2007-06-12",42700000
"7bc8d978a466995d8842de496d1e51ab","royal-gate-inc",NA,NA,NA,NA
"c47330dce838ea4024ba3ddaa222ca14","royal-health-care",NA,NA,NA,NA
"43d5d0f72d227b5b4b99b3ce9e5393b3","rpm-sustainable-technologies","seed",NA,"2013-03-22",NA
"6b9a9c57f120106ae501abffe763c2b6","rqmicro",NA,NA,NA,NA
"af522039cfbeb082549cfd7af0670801","rqx-pharmaceuticals","venture","A","2011-02-01",7e+06
"f5315b3cbb4c18289b812f2103cdb761","rre-ventures",NA,NA,NA,NA
"e2605a362b4240b096cebe40ff12c5d3","rs-synthesis",NA,NA,NA,NA
"e35c32309b615ffb345da7b5bbe1daa4","rsa",NA,NA,NA,NA
"53e3ba83bf65ad941a3b94e6043fe9a0","rsb-spine","venture",NA,"2010-02-23",30649
"4d5c943aaadf6900bf111dad98c26da1","rti-biologics",NA,NA,NA,NA
"4f9b15efe3538f9dfa3fdbfc9b3bca2c","rtp-corporation",NA,NA,NA,NA
"6aea49f7b5477099821790ff4ccdea36","rts-labs",NA,NA,NA,NA
"766e12ea689f789202d9cb55c46b0a95","rtsheet",NA,NA,NA,NA
"40657fb38b244c9f13cd3358e060fdeb","rttech-software","venture","A","2015-02-24",3e+06
"40657fb38b244c9f13cd3358e060fdeb","rttech-software","seed",NA,"2012-05-01",750000
"368f331397b22f29dec739abfda23934","rubicon-genomics","venture",NA,"2015-07-15",2e+06
"d6eac16a61cd45f91ee4fbc6b7ee11fe","rubikey-intelligence-knowledge",NA,NA,NA,NA
"e9da5f7c39f9bf1fd7d1e94a067e52d2","rubikloud","seed",NA,"2013-11-18",1500000
"e9da5f7c39f9bf1fd7d1e94a067e52d2","rubikloud","venture","1","2015-01-19",7e+06
"85aaa9d4c8edfe273aaca2b2eddaf80a","rubius-therapeutics","venture","A","2015-12-09",2.5e+07
"ebe0a6b3ac05734eb41f248bbf9f074d","ruckus-marketing",NA,NA,NA,NA
"8cce40c77e722dda0a5d3496d0b601c5","rudrasoft",NA,NA,NA,NA
"54d23e51c44d3fce32605a913cf3ed71","rufus-leonard",NA,NA,NA,NA
"a39aeda07b36b5e20193343ec4e09eea","ruifu-biological-medicine-science-and-technology-shanghai-co-ltd","venture","A","2007-04-01",NA
"96f222400e685f98cd7a7059584aa41c","ruiyi","venture","b","2014-03-27",1.5e+07
"96f222400e685f98cd7a7059584aa41c","ruiyi","debt_financing",NA,"2014-06-11",4e+06
"6d464315fae503564fd7b2a99a857930","ruler-analytics",NA,NA,NA,NA
"1670d54a12fae0e3d26bea7e31f8d2ca","rules-based-medicine","venture","A","2007-10-15",2.5e+07
"ec8cdc88e2087338375c880b85e51b0d","rulex",NA,NA,NA,NA
"ed4a04d74a0165ccac21ebbe51574079","rumble-inc",NA,NA,NA,NA
"b5ae1c86e7ea12f38024b39ca39bff85","rumble-inc-2",NA,NA,NA,NA
"e72938055e94f00318ce104185d4131d","rundown-app","seed",NA,"2013-07-15",2e+05
"ba731794b746bceda934c97a20960839","runecast",NA,NA,NA,NA
"f2aa1f8d8afa8870740385c2518936c8","runnr-me",NA,NA,NA,NA
"2cdce11addfa09665757b1b02075007c","runteq","angel",NA,"2016-01-06",93859.2327
"2cdce11addfa09665757b1b02075007c","runteq","debt_financing",NA,"2012-05-01",66070
"2cdce11addfa09665757b1b02075007c","runteq","equity_crowdfunding",NA,"2014-03-01",48888
"2cdce11addfa09665757b1b02075007c","runteq","equity_crowdfunding",NA,"2014-11-01",58499
"2cdce11addfa09665757b1b02075007c","runteq","debt_financing",NA,"2014-12-01",130805
"2cdce11addfa09665757b1b02075007c","runteq","undisclosed",NA,"2012-03-31",59952.0384
"e018936eb2c3620219251a6133a8bbcd","ruro",NA,NA,NA,NA
"71c3516c08c1f23fbeb9bd7ea722b134","rush-hour",NA,NA,NA,NA
"3a7debb3c29a635ab98601d684e88c41","rutherford-chemicals",NA,NA,NA,NA
"46ecbf03e1017b5977ab140b11bcab86","ruthigen",NA,NA,NA,NA
"5f0b96d7f449e8390e733b0588e00590","rxadvance","venture","a","2014-03-03",NA
"736ca4e15629ead33da6a7282b666488","rxbio",NA,NA,NA,NA
"21b60bb9d8549c2718e1c5f1fdffe910","rxgen",NA,NA,NA,NA
"49724b38cc60166edfd3307d2d8dd4ec","rxi-pharmaceuticals","grant",NA,"2012-10-05",3e+05
"49724b38cc60166edfd3307d2d8dd4ec","rxi-pharmaceuticals","post_ipo_equity",NA,"2014-04-24",2e+07
"b0bab73cef405ad5c797c43efa0ff5e3","rxlogix-corporation",NA,NA,NA,NA
"3d54ec19094847b28e7b4c236aa08951","rxmp-therapeutics","seed",NA,"2014-07-30",3e+05
"b0004c85a076431910c7a96030b367e3","rxresults","venture",NA,"2010-03-19",150000
"b0004c85a076431910c7a96030b367e3","rxresults","venture",NA,"2014-09-04",4e+06
"e5824495d73ae25ee5c40271da7e18ea","rymed-technologies","venture",NA,"2009-08-13",842500
"e5824495d73ae25ee5c40271da7e18ea","rymed-technologies","debt_financing",NA,"2012-08-02",6132825
"e5824495d73ae25ee5c40271da7e18ea","rymed-technologies","debt_financing",NA,"2011-02-18",8e+05
"e5824495d73ae25ee5c40271da7e18ea","rymed-technologies","venture",NA,"2010-08-19",160000
"0bfdcc3e0b8e5e51e42f507df01d5479","rythm",NA,NA,NA,NA
"4c6a5de35ba80b6e2b0cf2345b96070f","s-cap-consultancy","venture","B","2014-12-30",350000
"ac7fb64dadfa79cd8cf48dfdf562d1fe","s-bio","private_equity",NA,"2009-01-21",112500000
"ac7fb64dadfa79cd8cf48dfdf562d1fe","s-bio","venture",NA,"2008-10-20",2.6e+07
"ac7fb64dadfa79cd8cf48dfdf562d1fe","s-bio","private_equity",NA,"2010-09-23",5e+06
"8a6dfbfc5b786c74db04ed13b37af17f","s2c","venture","C","2014-10-14",4600000
"ea350cc2ce91661a1593c07e5c46d18e","solapa4","seed",NA,"2015-12-19",1200000
"ea350cc2ce91661a1593c07e5c46d18e","solapa4","seed",NA,"2014-03-01",25000
"ea350cc2ce91661a1593c07e5c46d18e","solapa4","undisclosed",NA,"2013-06-14",1e+06
"ea350cc2ce91661a1593c07e5c46d18e","solapa4","seed",NA,"2015-01-20",NA
"08f32401defc58b1bf4e802f6e12e92d","sa-ignite","venture",NA,"2011-01-11",270000
"08f32401defc58b1bf4e802f6e12e92d","sa-ignite","venture",NA,"2012-08-29",1596494
"08f32401defc58b1bf4e802f6e12e92d","sa-ignite","venture",NA,"2014-04-28",116115
"cc5a8e4e552f657fa8e4c05fe20708fa","saama-technologies","venture","A","2015-06-02",3.5e+07
"aca478dc9d1d5b0dfa6065525095151a","saas-metrics",NA,NA,NA,NA
"f09ae0412042b9e69f246055ab4c8c42","saba",NA,NA,NA,NA
"3b3dff28d65244204339ff5d53d20b73","sabia","venture",NA,"2012-08-21",295000
"3b3dff28d65244204339ff5d53d20b73","sabia","venture","1","2012-10-04",NA
"3ba7b751eb8ea1d1be08ab289e8b3787","sabirmedical","venture",NA,"2010-09-16",6539000
"35d59d41156850a1910ce17628464bae","sabre-hospitality-solutions",NA,NA,NA,NA
"47037e1992c3061794e6529d33393c7a","sabrtech","seed",NA,"2012-09-01",455267
"47037e1992c3061794e6529d33393c7a","sabrtech","seed",NA,"2015-02-09",59956
"f7e414595829e287f67a3c3ec3d778c7","sacramento-data-scraping",NA,NA,NA,NA
"bcdac2013df8914acc8c4399ab1cb146","saex-group-inc","angel",NA,"2011-02-01",370000
"bc25e7d999d798c05eebe5e3e44151ea","safepath-medical","debt_financing",NA,"2012-07-10",119000
"bc25e7d999d798c05eebe5e3e44151ea","safepath-medical","venture",NA,"2011-10-12",3e+05
"bc25e7d999d798c05eebe5e3e44151ea","safepath-medical","venture",NA,"2015-07-13",30000
"47f4e8351ed078807bd7c5353d099cd0","sage-labs",NA,NA,NA,NA
"c5f2f067b69d48e4f71c6d765110a3d3","sage-middle-east",NA,NA,NA,NA
"9b98fbe09811b513b6c8c87ad6bdae89","sage-payment-solutions",NA,NA,NA,NA
"f51c693e30cbf0e05b3db298b1c99954","sage-science","venture",NA,"2011-09-29",2e+06
"f51c693e30cbf0e05b3db298b1c99954","sage-science","venture",NA,"2010-12-02",2020000
"4c055bb9cf8047009fc2c18cbf18961b","sage-therapeutics","venture","a","2011-10-18",3.5e+07
"4c055bb9cf8047009fc2c18cbf18961b","sage-therapeutics","venture","c","2014-03-13",3.8e+07
"4c055bb9cf8047009fc2c18cbf18961b","sage-therapeutics","venture","b","2013-10-16",2e+07
"4ac29325c1be2607507bcb8f6e4e5743","sagemetrics","venture","B","2002-05-12",6e+06
"4ac29325c1be2607507bcb8f6e4e5743","sagemetrics","venture","A","2000-03-30",6e+06
"f14b3a6552d965fab4b28be04969539b","sagence-group","venture","a","2011-12-12",NA
"378504f2a3ae574b77c213eea65eff3f","sagent","angel",NA,"2015-05-30",250000
"70a4475ad5f1c72d0dd2980561b35dac","sagent-pharmaceuticals","venture","A","2007-09-27",5.3e+07
"70a4475ad5f1c72d0dd2980561b35dac","sagent-pharmaceuticals","venture","A","2008-09-04",3e+07
"70a4475ad5f1c72d0dd2980561b35dac","sagent-pharmaceuticals","venture","b","2010-04-08",4e+07
"70a4475ad5f1c72d0dd2980561b35dac","sagent-pharmaceuticals","venture","a","2009-06-14",3e+07
"37ec27df4476c10b586a8cb57555f04b","sagetis-biotech","venture","b","2011-07-22",2e+06
"ac73446c46d90ea4ad4050d1da0072ef","sagewell",NA,NA,NA,NA
"d247794d5c31b7dc615e4d64e11ca3a0","saggezza-inc",NA,NA,NA,NA
"e32306feefa5a6290e2c1f260deba7d1","saguaro-group","private_equity",NA,"2011-07-14",27396000
"6c5060a698e806ef8a6305ada43c73ea","sai-wireless",NA,NA,NA,NA
"c69fab84944a16e26c84b8cb15b9984b","sailthru","seed",NA,"2010-07-26",1e+06
"c69fab84944a16e26c84b8cb15b9984b","sailthru","venture","1","2013-02-11",1.9e+07
"c69fab84944a16e26c84b8cb15b9984b","sailthru","venture","1","2013-12-17",2e+07
"c69fab84944a16e26c84b8cb15b9984b","sailthru","venture","1","2011-09-01",8e+06
"8908df06ced001df3a03d67263b6fd25","sainstore-inc",NA,NA,NA,NA
"f85f396af6855cdb74b537dbe773db2d","saje-pharma","venture",NA,"2012-05-15",50000
"8e5428656274717f347f8832e0a3dc59","sakkini","seed",NA,"2015-02-15",NA
"7e0a07d3cbaaebc58e1a0c8ab8796943","saladax-biomedical","private_equity",NA,"2013-03-05",22400000
"7e0a07d3cbaaebc58e1a0c8ab8796943","saladax-biomedical","venture","1","2010-03-30",8400000
"7e0a07d3cbaaebc58e1a0c8ab8796943","saladax-biomedical","debt_financing",NA,"2011-06-21",9e+06
"7e0a07d3cbaaebc58e1a0c8ab8796943","saladax-biomedical","venture",NA,"2009-10-02",7923399
"c18ca01fe96d69828b6424d65d4d5874","salary-fairy",NA,NA,NA,NA
"d2e2abbd54acf92bbae02a7ee826dfe1","salecycle",NA,NA,NA,NA
"093a62ed374616d20ba30215d60c7ac1","salemove","venture","A","2015-07-09",5100000
"093a62ed374616d20ba30215d60c7ac1","salemove","seed",NA,"2012-06-04",25000
"bda13d2fbe32df759348aa6442211b89","sales-orders",NA,NA,NA,NA
"df0a1f0210bab1be44c9c340f0507e66","sales-development-services",NA,NA,NA,NA
"c1a87d13a297b825f16818de28b0c8f5","sales-flow-technologies",NA,NA,NA,NA
"cde29b50d3826aa2b3184c560aec3940","sales-nucleus",NA,NA,NA,NA
"236fbc544cd672369812ca393e2d8330","sales-secret-llc",NA,NA,NA,NA
"b3916cf597504681cf0aea3fbe481c6a","salesformics",NA,NA,NA,NA
"40524ad2b9149f16bfbc8a69d399736a","salesframe",NA,NA,NA,NA
"5b66fd30753e827cf908a6f962d73af1","salesfuel",NA,NA,NA,NA
"5bec81f27d770a2d82084aa6c253dade","salesmanago",NA,NA,NA,NA
"e5e5a4919c29491f68951c769e94bd4d","salespredict","seed",NA,"2013-08-21",1e+06
"e5e5a4919c29491f68951c769e94bd4d","salespredict","venture","1","2014-05-12",4099999
"8a857661a03779c77991b1c21bd54f0b","salesprepper",NA,NA,NA,NA
"95ab11725701b3c3cda2c334b905800b","salesquest",NA,NA,NA,NA
"bbc08859c89d16d49335fcb4f0df2b1b","salexis-com",NA,NA,NA,NA
"b8affcc7c2834ab13ee1a35e152ea2ed","salezeo","venture",NA,"2014-02-20",1929900
"53bb671c1b00af273fd2ca4dc78bc19a","salg---services-analyzer-and-lead-generator",NA,NA,NA,NA
"b87ce898c7283a32dbbe81c4838e5d89","salgomed","venture",NA,"2012-06-14",205000
"5ffd75bcc341673fabf950ff8316d5db","salient-management-company",NA,NA,NA,NA
"a2061df4770014d7ba7901af37597f8d","salient-pharmaceuticals","venture",NA,"2010-01-29",2e+06
"a2061df4770014d7ba7901af37597f8d","salient-pharmaceuticals","non_equity_assistance",NA,"2011-08-18",NA
"8e95535ef86e820a23b7978f8df689df","saling-silang",NA,NA,NA,NA
"d415764efc4ef64c6ad7805995b982ce","salmedix-inc","venture","C","2005-10-19",4.5e+07
"b818673bb0687d0b12bda9632b1b020a","saltbox-services-llc",NA,NA,NA,NA
"044ec52571338ed081465629ec142628","salter-labs",NA,NA,NA,NA
"13ff845248d9680263a2a0108b0e4e62","salucro-healthcare-solutions","venture",NA,"2012-07-05",567605
"a1e70d9a16b8dd9cf3dde478a8e0c834","saludfcil","undisclosed",NA,"2013-05-08",NA
"a22333ceb6af6218ba4e45fcdadb1676","salus-novus-inc","seed",NA,"2009-12-01",250000
"a22333ceb6af6218ba4e45fcdadb1676","salus-novus-inc","venture","1","2011-01-01",5e+05
"3813e63bfc6664e608734f3200824a5c","salutaris-medical-devices","debt_financing",NA,"2012-09-05",1099128
"3813e63bfc6664e608734f3200824a5c","salutaris-medical-devices","debt_financing",NA,"2011-10-14",7e+05
"3813e63bfc6664e608734f3200824a5c","salutaris-medical-devices","venture",NA,"2009-12-10",2055074
"3813e63bfc6664e608734f3200824a5c","salutaris-medical-devices","venture",NA,"2010-01-29",1300000
"3813e63bfc6664e608734f3200824a5c","salutaris-medical-devices","venture",NA,"2010-12-10",350000
"3813e63bfc6664e608734f3200824a5c","salutaris-medical-devices","debt_financing",NA,"2014-07-17",305000
"3813e63bfc6664e608734f3200824a5c","salutaris-medical-devices","venture",NA,"2015-03-25",1220000
"7c78240a163438f2e0fc5cf42d551d1e","salveo-specialty-pharmacy","venture",NA,"2011-06-09",250000
"7c78240a163438f2e0fc5cf42d551d1e","salveo-specialty-pharmacy","venture",NA,"2011-10-10",1.9e+07
"eb08a812205d72b6aca7c7f7e1bd6c24","salviol","venture","A","2015-07-08",7167668
"97bb5c1af7e378fb519ca0a645bd0b9f","sama",NA,NA,NA,NA
"72de596a4e58d1bae73ecefad4f21290","samba-tech","venture","A","2016-02-03",3e+06
"72de596a4e58d1bae73ecefad4f21290","samba-tech","venture","a","2008-06-01",3e+06
"c2ebae444111c896b4b7324059fcd2aa","samepoint",NA,NA,NA,NA
"7b1fb5be7dc6a6dd503a2f8d0dc4b437","social-asset-measurements",NA,NA,NA,NA
"2d634f2106921a5469f969426b3dc7f1","sami-health","debt_financing",NA,"2012-10-04",143578
"b28b1057ba84a6264d86042c0ff85549","sample-labs",NA,NA,NA,NA
"474c244bf611cc80a65c819596391462","novophage","venture","B","2013-10-09",6500000
"474c244bf611cc80a65c819596391462","novophage","venture","a","2011-05-31",5750000
"474c244bf611cc80a65c819596391462","novophage","venture","B","2014-11-14",2500000
"bd80cc9bc6471124ef5da8351545d59b","sampling-technologies","venture",NA,"2010-01-18",2e+06
"be834db9dd3d70eebe47aff5b28db60e","samuel-zell-robert-h-lurie-institute-for-entrepreneurial-studies",NA,NA,NA,NA
"96f46d5edd07dcad09436c7702907e70","san-francisco-ltd",NA,NA,NA,NA
"b6dedddd4f06cf22b9d332c879d9ba1c","sand",NA,NA,NA,NA
"8bdf7785e45511943ed877cde8b0e28b","sand-hill-exchange-2","seed",NA,"2014-10-01",NA
"e73ab8d06dffa9a62c0409dfd665df3b","sandcube",NA,NA,NA,NA
"9fdd40dc8bf57e8b1beb22701bfde198","sandtable",NA,NA,NA,NA
"2232f485bb96c3c0c88b548cdffeb2f0","sangamo-biosciences","post_ipo_equity",NA,"2013-09-24",74200000
"b8108f44046245777c8dff6833b3c41b","sangart","venture","F","2007-04-04",5e+07
"b8108f44046245777c8dff6833b3c41b","sangart","venture","f","2009-03-12",1e+08
"b8108f44046245777c8dff6833b3c41b","sangart","venture",NA,"2011-04-19",5e+07
"b8108f44046245777c8dff6833b3c41b","sangart","private_equity",NA,"2012-05-24",100774578
"b8108f44046245777c8dff6833b3c41b","sangart","venture","g","2012-05-24",5e+07
"b8108f44046245777c8dff6833b3c41b","sangart","venture",NA,"2010-10-13",15098381
"98a1036500f2ae0f578befc864ae334a","sangon-biotech","venture","a","2010-07-01",6200000
"b4326af3c1c535b9c869d2106f132e87","sangui-biotech-international",NA,NA,NA,NA
"65692649f8584b1a2d09f648ca6c97c3","sanguine-biosciences","seed",NA,"2013-02-23",2e+06
"65692649f8584b1a2d09f648ca6c97c3","sanguine-biosciences","venture","1","2014-11-25",4e+06
"65692649f8584b1a2d09f648ca6c97c3","sanguine-biosciences","venture",NA,"2015-06-01",NA
"ab2b8c3b663ce8a12d4ad2434c7afff8","sanifit","venture","C","2015-09-08",40834314
"f01341260ccff2e61ec1b378188e9f75","sano-intelligence","seed",NA,"2012-01-01",20000
"f01341260ccff2e61ec1b378188e9f75","sano-intelligence","seed",NA,"2013-01-07",3750000
"f01341260ccff2e61ec1b378188e9f75","sano-intelligence","seed",NA,"2015-06-19",6500000
"1b9c97f0c15ed9cb5606c2fd31f0892c","sanofi-aventis",NA,NA,NA,NA
"4c16a1dab80bfdcccf68ca21491d2da3","sanofi-pasteur",NA,NA,NA,NA
"d16853859efe0d4288e4017ab91b4b82","sanovas","venture",NA,"2015-10-05",285699
"d16853859efe0d4288e4017ab91b4b82","sanovas","debt_financing",NA,"2010-07-23",350000
"d16853859efe0d4288e4017ab91b4b82","sanovas","debt_financing",NA,"2011-07-22",2081000
"d16853859efe0d4288e4017ab91b4b82","sanovas","venture",NA,"2012-09-19",6448822
"f2b25e09b3fb19030f78583d0951b6a2","santa-maria-biotherapeutics","venture",NA,"2014-01-13",6311156
"33fb5705a324e5ff8a2c585080dec1f6","santaris-pharma","venture","C","2007-12-30",30000735.3121
"33fb5705a324e5ff8a2c585080dec1f6","santaris-pharma","venture",NA,"2012-06-21",1.2e+07
"8523b17be9a8d0d36de1aa2ea7cadcfa","novagali-pharma","venture",NA,"2000-01-01",3825516
"8523b17be9a8d0d36de1aa2ea7cadcfa","novagali-pharma","venture","1","2003-11-01",5808662
"8523b17be9a8d0d36de1aa2ea7cadcfa","novagali-pharma","venture","1","2004-09-01",11162610
"8523b17be9a8d0d36de1aa2ea7cadcfa","novagali-pharma","venture","1","2006-04-01",31521519
"8523b17be9a8d0d36de1aa2ea7cadcfa","novagali-pharma","venture","1","2009-09-26",22013286
"a0cd67b9222891897e4602a913d084d9","santh-cleanenergy-microgrid","venture","a","2013-11-01",10000
"bf941eee23c41a6dfe1e87f071a0618a","santhera-pharmaceuticals-holding","private_equity",NA,"2013-10-30",11141000
"bf941eee23c41a6dfe1e87f071a0618a","santhera-pharmaceuticals-holding","post_ipo_equity",NA,"2014-08-15",14769257
"12eb9205baddc0d6808549b1c2b5c4b1","santosolve","venture",NA,"2007-11-07",7e+06
"12eb9205baddc0d6808549b1c2b5c4b1","santosolve","venture","1","2010-01-31",5500000
"8c84a9e50bc60019925c92d9c47f5414","sanwa-biotech",NA,NA,NA,NA
"3b538a59c93e6b62500a0277216838f8","sap-labs-grc",NA,NA,NA,NA
